name,province,city,date,letter,gifts
Daniel,Northwest Territories,Hay River,2024-11-06,"Hi Santa!

Daniel here, waving from Hay River, Northwest Territories. I've been trying my best to be good (most of the time).
I'm really hoping to find a portable campfire under the tree. And if there's room in your bag, a magnetic levitating globe would be amazing!

Thanks for being awesome!
Daniel
","portable campfire, magnetic levitating globe"
Michaela,Alberta,Edmonton,2024-12-19,"Hey Santa!

What's up? It's Michaela here from Edmonton, Alberta. I've been crushing it this year - no coal for me, right? 😉
I'm dreaming of a e.l.f. Halo Glow Liquid Filter under the tree. Oh, and if you've got room in that sleigh, a foldable travel backpack would be epic too!

You're the best, big guy!
Michaela
","e.l.f. Halo Glow Liquid Filter, foldable travel backpack"
Nicole,Nunavut,Cambridge Bay,2024-12-05,"Hi there, Santa!

It's Nicole from Cambridge Bay, Nunavut. I've been trying my best to stay on the nice list.
I'm really wishing for a Transformers Authentics Optimus Prime this year. And if it's not too much, a Pom Pom Beanie with LED Light would be amazing too!

Thanks for all you do!
Nicole
","Transformers Authentics Optimus Prime, Pom Pom Beanie with LED Light"
Jennifer,Yukon,Dawson City,2024-12-07,"Dear Santa Claus,

Hello! My name is Jennifer, and I live in Dawson City, Yukon.
I’ve been very kind and helpful this year. For Christmas, I would really like a robot.
It would also make me so happy to have a multi-tool pocket knife if you can manage it.

Thank you so much, Santa!
Yours truly,
Jennifer
","robot, multi-tool pocket knife"
Isaac,British Columbia,Vancouver,2024-12-18,"Dear S-Claus,

It's your pal Isaac from Vancouver, British Columbia. I've been working on my nice game all year.
I'm really hoping for a Squishmallows (Hello Kitty, Piplup, Adopt Me! Queen Bee) this Christmas. And hey, if you're in a giving mood, a Rechargeable Hand Warmer would be awesome too!

Thanks for being you!
Isaac
","Squishmallows (Hello Kitty, Piplup, Adopt Me! Queen Bee), Rechargeable Hand Warmer"
Amy,Ontario,Ottawa,2024-11-12,"Dear Santa,

I hope this letter finds you well. My name is Amy, and I live in Ottawa, Ontario. 
This year, I've been on my best behavior. For Christmas, I would really love a foldable travel backpack. 
If you can, I would also be thrilled to receive a magnetic levitating globe.

Thank you for all the joy you bring!
Sincerely,
Amy
","foldable travel backpack, magnetic levitating globe"
Patricia,Yukon,Dawson City,2024-11-07,"Dear Santa Claus,

It’s Patricia here from Dawson City, Yukon! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a robot.
And if it’s okay, I’d also love a Small Stoneware Vase to make the holidays even more special.

Thanks so much, Santa!
Love,
Patricia
","robot, Small Stoneware Vase"
Francisco,Yukon,Dawson City,2024-12-10,"To Santa Claus,

My name is Francisco, and I live in Dawson City, Yukon.
This year, I’ve worked really hard to stay on the 'nice' list. For Christmas, I would be so happy 
to receive a lego set. And if it’s not too much to ask, I would love a customizable neon sign as well.

Thank you so much, Santa!
Warm regards,
Francisco
","lego set, customizable neon sign"
Edward,Yukon,Whitehorse,2024-11-26,"Dear S-Claus,

It's your pal Edward from Whitehorse, Yukon. I've been working on my nice game all year.
I'm really hoping for a Apple iPad Air this Christmas. And hey, if you're in a giving mood, a smart water bottle would be awesome too!

Thanks for being you!
Edward
","Apple iPad Air, smart water bottle"
Samantha,Yukon,Dawson City,2024-11-07,"Dear Santa Claus,

Hello! My name is Samantha, and I live in Dawson City, Yukon.
I’ve been very kind and helpful this year. For Christmas, I would really like a compact sewing machine.
It would also make me so happy to have a smart home assistant if you can manage it.

Thank you so much, Santa!
Yours truly,
Samantha
","compact sewing machine, smart home assistant"
Rebecca,Northwest Territories,Hay River,2024-11-11,"Hey Santa!

What's up? It's Rebecca here from Hay River, Northwest Territories. I've been crushing it this year - no coal for me, right? 😉
I'm dreaming of a indoor herb garden kit under the tree. Oh, and if you've got room in that sleigh, a Ceramic Piggybank Nursery Keepsake would be epic too!

You're the best, big guy!
Rebecca
","indoor herb garden kit, Ceramic Piggybank Nursery Keepsake"
Michelle,Quebec,Montreal,2024-12-20,"S-man!

What's crackin'? It's Michelle from Montreal, Quebec. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a mini waffle maker. And if you're feeling extra jolly, a portable campfire would be off the hook!

You're a legend, Santa!
Michelle
","mini waffle maker, portable campfire"
Michael,Ontario,Brampton,2024-11-16,"Yo Santa!

Michael checking in from Brampton, Ontario. This year's been wild, but I've kept it cool. 
I'm hyped about maybe getting a indoor herb garden kit. And, if you're feeling extra jolly, a teddy bear would blow my mind!

Stay frosty!
Michael
","indoor herb garden kit, teddy bear"
Brett,Quebec,Quebec City,2024-11-04,"Santa, my main man!

Brett here, chillin' in Quebec City, Quebec. I've been keeping it real and staying good.
I'm dreaming of unwrapping a Squishmallows (Hello Kitty, Piplup, Adopt Me! Queen Bee) on Christmas morning. And if you're feeling generous, a virtual pet robot would be the cherry on top!

You're the GOAT, Santa!
Brett
","Squishmallows (Hello Kitty, Piplup, Adopt Me! Queen Bee), virtual pet robot"
Luis,British Columbia,Victoria,2024-11-06,"Hi Santa,

I'm Luis from Victoria, British Columbia. It's been a great year, and I've tried my best to be good. 
For Christmas, I have my eyes set on a LEGO Creator 3-in-1 Mighty Dinosaurs. If it’s not too much trouble, I’d also love a Minnie Mouse Hat and Mittens.

Happy Holidays, Santa!
Best wishes,
Luis
","LEGO Creator 3-in-1 Mighty Dinosaurs, Minnie Mouse Hat and Mittens"
Deanna,New Brunswick,Fredericton,2024-11-17,"Hi Santa!

Deanna here, waving from Fredericton, New Brunswick. I've been trying my best to be good (most of the time).
I'm really hoping to find a 3D printing pen under the tree. And if there's room in your bag, a smart fitness tracker would be amazing!

Thanks for being awesome!
Deanna
","3D printing pen, smart fitness tracker"
Larry,Prince Edward Island,Charlottetown,2024-12-04,"Hi Santa,

I'm Larry from Charlottetown, Prince Edward Island. It's been a great year, and I've tried my best to be good. 
For Christmas, I have my eyes set on a teddy bear. If it’s not too much trouble, I’d also love a mini espresso maker.

Happy Holidays, Santa!
Best wishes,
Larry
","teddy bear, mini espresso maker"
Audrey,Alberta,Lethbridge,2024-12-11,"Santa, my main man!

Audrey here, chillin' in Lethbridge, Alberta. I've been keeping it real and staying good.
I'm dreaming of unwrapping a Furby Furblets on Christmas morning. And if you're feeling generous, a Teenage Mutant Ninja Turtles Figures would be the cherry on top!

You're the GOAT, Santa!
Audrey
","Furby Furblets, Teenage Mutant Ninja Turtles Figures"
Nicholas,Saskatchewan,Saskatoon,2024-12-11,"Dear Santa Claus,

Hello! My name is Nicholas, and I live in Saskatoon, Saskatchewan.
I’ve been very kind and helpful this year. For Christmas, I would really like a toy car.
It would also make me so happy to have a Funko POP! Figures (NBA, MLB, Marvel) if you can manage it.

Thank you so much, Santa!
Yours truly,
Nicholas
","toy car, Funko POP! Figures (NBA, MLB, Marvel)"
Kenneth,Saskatchewan,Prince Albert,2024-11-27,"Hello Santa,

My name is Kenneth, and I come from Prince Albert, Saskatchewan.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a ElectroCubes Nightlight Building Set. And if it’s possible, I’d also really appreciate a Funko POP! Figures (NBA, MLB, Marvel).

Thanks for making Christmas magical!
With gratitude,
Kenneth
","ElectroCubes Nightlight Building Set, Funko POP! Figures (NBA, MLB, Marvel)"
Colin,Nova Scotia,Halifax,2024-12-13,"Yo Santa!

Colin checking in from Halifax, Nova Scotia. This year's been wild, but I've kept it cool. 
I'm hyped about maybe getting a virtual pet robot. And, if you're feeling extra jolly, a X-Shot Excel Reflex 6 Blaster would blow my mind!

Stay frosty!
Colin
","virtual pet robot, X-Shot Excel Reflex 6 Blaster"
Jim,Northwest Territories,Hay River,2024-11-22,"Hi Santa!

Jim here, waving from Hay River, Northwest Territories. I've been trying my best to be good (most of the time).
I'm really hoping to find a interactive storybook projector under the tree. And if there's room in your bag, a electric scooter would be amazing!

Thanks for being awesome!
Jim
","interactive storybook projector, electric scooter"
Steven,Newfoundland and Labrador,St. John's,2024-11-01,"Hi Santa!

Steven here, waving from St. John's, Newfoundland and Labrador. I've been trying my best to be good (most of the time).
I'm really hoping to find a eco-friendly reusable notebook under the tree. And if there's room in your bag, a desktop air purifier would be amazing!

Thanks for being awesome!
Steven
","eco-friendly reusable notebook, desktop air purifier"
Danielle,Nunavut,Rankin Inlet,2024-12-23,"Dear Santa Claus,

Hello! My name is Danielle, and I live in Rankin Inlet, Nunavut.
I’ve been very kind and helpful this year. For Christmas, I would really like a RC Controlled Paper Airplane Kit.
It would also make me so happy to have a Nintendo Switch Game if you can manage it.

Thank you so much, Santa!
Yours truly,
Danielle
","RC Controlled Paper Airplane Kit, Nintendo Switch Game"
Corey,Alberta,Edmonton,2024-11-24,"Hey Santa!

What's up? It's Corey here from Edmonton, Alberta. I've been crushing it this year - no coal for me, right? 😉
I'm dreaming of a e.l.f. Halo Glow Liquid Filter under the tree. Oh, and if you've got room in that sleigh, a mechanical keyboard would be epic too!

You're the best, big guy!
Corey
","e.l.f. Halo Glow Liquid Filter, mechanical keyboard"
Daniel,Manitoba,Steinbach,2024-11-04,"Santa, my dude!

Daniel here, repping Steinbach, Manitoba. I've been good(ish) this year, promise!
I'm crossing my fingers for a electric wine opener. And if you're feeling extra magical, a compact sewing machine would make my year!

You rock, Santa!
Daniel
","electric wine opener, compact sewing machine"
Jasmine,Quebec,Laval,2024-11-25,"To Santa Claus,

My name is Jasmine, and I live in Laval, Quebec.
This year, I’ve worked really hard to stay on the 'nice' list. For Christmas, I would be so happy 
to receive a Harry Potter Wand. And if it’s not too much to ask, I would love a virtual reality headset as well.

Thank you so much, Santa!
Warm regards,
Jasmine
","Harry Potter Wand, virtual reality headset"
Veronica,Yukon,Whitehorse,2024-12-11,"Yo Santa!

Veronica checking in from Whitehorse, Yukon. This year's been wild, but I've kept it cool. 
I'm hyped about maybe getting a Small Stoneware Vase. And, if you're feeling extra jolly, a indoor herb garden kit would blow my mind!

Stay frosty!
Veronica
","Small Stoneware Vase, indoor herb garden kit"
Robert,Manitoba,Steinbach,2024-11-06,"Dear Santa Claus,

Hello! My name is Robert, and I live in Steinbach, Manitoba.
I’ve been very kind and helpful this year. For Christmas, I would really like a Yellow Dress-Up Set.
It would also make me so happy to have a bicycle if you can manage it.

Thank you so much, Santa!
Yours truly,
Robert
","Yellow Dress-Up Set, bicycle"
Mathew,Newfoundland and Labrador,Corner Brook,2024-11-15,"Hello Santa,

My name is Mathew, and I come from Corner Brook, Newfoundland and Labrador.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a Apple iPad Air. And if it’s possible, I’d also really appreciate a portable projector.

Thanks for making Christmas magical!
With gratitude,
Mathew
","Apple iPad Air, portable projector"
Michael,Nova Scotia,Halifax,2024-12-05,"Santa, my main man!

Michael here, chillin' in Halifax, Nova Scotia. I've been keeping it real and staying good.
I'm dreaming of unwrapping a skateboard on Christmas morning. And if you're feeling generous, a color-changing smart light bulb would be the cherry on top!

You're the GOAT, Santa!
Michael
","skateboard, color-changing smart light bulb"
Kathryn,Yukon,Watson Lake,2024-11-25,"Hi there, Santa!

It's Kathryn from Watson Lake, Yukon. I've been trying my best to stay on the nice list.
I'm really wishing for a Samsung Galaxy Tab A9+ this year. And if it's not too much, a Furby Furblets would be amazing too!

Thanks for all you do!
Kathryn
","Samsung Galaxy Tab A9+, Furby Furblets"
Emma,Quebec,Laval,2024-11-16,"Santa, my main man!

Emma here, chillin' in Laval, Quebec. I've been keeping it real and staying good.
I'm dreaming of unwrapping a Funko POP! Figures (NBA, MLB, Marvel) on Christmas morning. And if you're feeling generous, a smart home assistant would be the cherry on top!

You're the GOAT, Santa!
Emma
","Funko POP! Figures (NBA, MLB, Marvel), smart home assistant"
